review,rating,date,bank,source
"Missing features that are online. EDIT: Today, ur app told me to buy a new phone. Pretty sure I'll choose to find a new bank. Look up when I opened my accts if you can. you'll see why I'm sick of being treated like excrement. Is there less than 0? LOL I can still no longer access my accounts via my phone, so I'll be moving all of my BoA accounts after decades. Monahan needs to retire. Therefore, you leave me no",1,2025-06-03,Bank of America,Google Play Store
easy to use and instructions and transfers made with ease.,5,2025-06-03,Bank of America,Google Play Store
I can't complain from my usage is great 👍🏼,5,2025-06-03,Bank of America,Google Play Store
Always wonderful 😊💯 Thanks,5,2025-06-03,Bank of America,Google Play Store
"Can't get rid of messages already viewed. Open emails/notes, can't figure out what info is there. Not a good app, need to go to the web site to do anything easily.",3,2025-06-03,Bank of America,Google Play Store
"Thank you Bank of America, people are so professional and helpful.",5,2025-06-03,Bank of America,Google Play Store
my experience has been good. I would like for a faster response when money is added or deducted from my accounts.,4,2025-06-03,Bank of America,Google Play Store
The app functioned reasonably well. Unfortunately it is no longer compatible with my device. I am not going to buy a new phone just to use this app. Very disappointed.,2,2025-06-03,Bank of America,Google Play Store
i like it a lot! thanks,5,2025-06-03,Bank of America,Google Play Store
"the instructions for this update of my regular app is totally confusing and virtually meaningless. also the menu to get to the dashboard was initially confusing when that showed up earlier this year . . I supposedly updated the app using the menus that are provided, and before the app completely opened I got a return of the update message so I click update again and there is no place on the next menu to do the update Plus I cannot determine how to go to the update from the Play Store directly",2,2025-06-03,Bank of America,Google Play Store
very efficient,5,2025-06-03,Bank of America,Google Play Store
it was awesome!,5,2025-06-03,Bank of America,Google Play Store
very good 👍,5,2025-06-03,Bank of America,Google Play Store
I appreciate the timely balance notices! They help me prevent crises🙂,4,2025-06-03,Bank of America,Google Play Store
Ease of use is excellent 👍,5,2025-06-03,Bank of America,Google Play Store
excellent service,5,2025-06-03,Bank of America,Google Play Store
"love the app! feels safe as well after 10yrs, knock on wood!",5,2025-06-03,Bank of America,Google Play Store
excellence functionality,5,2025-06-03,Bank of America,Google Play Store
"One of the best banking apps I know of. Feels safe, secure and gives me all the info I need. I love this app.",5,2025-06-03,Bank of America,Google Play Store
convenience,5,2025-06-03,Bank of America,Google Play Store
"User friendly, fast, never hangs. I can't ask for more.",5,2025-06-03,Bank of America,Google Play Store
good,5,2025-06-03,Bank of America,Google Play Store
I do love the ability to send or receive monies and check my account. security is on point also.,4,2025-06-03,Bank of America,Google Play Store
so many features missing from the desk top version. whomever wrote this mess really did a terrible job.,1,2025-06-03,Bank of America,Google Play Store
GREAT!,5,2025-06-03,Bank of America,Google Play Store
very fast and easy to use,5,2025-06-03,Bank of America,Google Play Store
"ibeen with BOA Since 2014 It's great bank,any where any Time. thanks BOA",5,2025-06-03,Bank of America,Google Play Store
very good vibes the help is so good no complaints on my side at all very accurate,5,2025-06-03,Bank of America,Google Play Store
"Always Available Without Any Questions Or Problem, Thanks",5,2025-06-03,Bank of America,Google Play Store
Easy to use and accurate.,5,2025-06-03,Bank of America,Google Play Store
This app is no longer compatible with my Samsung tablet?wth?,1,2025-06-03,Bank of America,Google Play Store
exelente,5,2025-06-03,Bank of America,Google Play Store
"did all that I needed, securely !",5,2025-06-03,Bank of America,Google Play Store
it does most everything that I need without going to the bank,5,2025-06-03,Bank of America,Google Play Store
to time consuming-do not like. Can we get the old format back,1,2025-06-03,Bank of America,Google Play Store
easy,5,2025-06-03,Bank of America,Google Play Store
excellent,5,2025-06-03,Bank of America,Google Play Store
very easy,5,2025-06-03,Bank of America,Google Play Store
I love this option. I am handicapped and being able to deposit checks while setting at my desk at home is perfect for me. there's no struggling to get in or out of my car.,5,2025-06-03,Bank of America,Google Play Store
awesome,5,2025-06-03,Bank of America,Google Play Store
"My financial life experience with BofA for the last 50+ years has been...a safe...mind relaxing...trustworthy one, indeed! Thank You.",5,2025-06-03,Bank of America,Google Play Store
yall help me so nice,5,2025-06-03,Bank of America,Google Play Store
It's easy and fast to use I'm a customer for over 10 yeas,5,2025-06-03,Bank of America,Google Play Store
"Easy app to view account balances, make payments and stay in touch with your finances.",5,2025-06-03,Bank of America,Google Play Store
Still love BoA so far. Still here,5,2025-06-03,Bank of America,Google Play Store
good,5,2025-06-03,Bank of America,Google Play Store
very convenient and reliable,5,2025-06-03,Bank of America,Google Play Store
very quick,5,2025-06-03,Bank of America,Google Play Store
Bank of America is a great app,5,2025-06-03,Bank of America,Google Play Store
excellent,5,2025-06-03,Bank of America,Google Play Store
Great,5,2025-06-03,Bank of America,Google Play Store
I'm 68 yrs old and this app is so easy and understanding.,5,2025-06-03,Bank of America,Google Play Store
great thanks,5,2025-06-03,Bank of America,Google Play Store
the app works GREAT for me never had any problems,5,2025-06-03,Bank of America,Google Play Store
all good 👍,5,2025-06-03,Bank of America,Google Play Store
Love the convince and access of the site!,5,2025-06-03,Bank of America,Google Play Store
"Couldn't be better ! So easy to use, even for an old guy like me !!!!",5,2025-06-03,Bank of America,Google Play Store
love it,5,2025-06-03,Bank of America,Google Play Store
fas and very convenient for all my transactions. thank you.,5,2025-06-03,Bank of America,Google Play Store
"My previous review when I had the opportunity to use the app for the first 6 months from installation. That review mentioned problems with the biometric sign-in, not always usable. Since then, they have done some updates, and that problem had been rectified. Now I now find the app runs smoothly with no real hiccups.",5,2025-06-03,Bank of America,Google Play Store
Easy to get around and find what you want,5,2025-06-03,Bank of America,Google Play Store
love it,4,2025-06-03,Bank of America,Google Play Store
"I have been a customer of Fleet since 1996, then it rolled into B of A. To the year 2025, I have never been happier with a Bank. If I needed any kind of help they where there for me. I enjoy using their App 👏👏👏👏👍👌. Very user friendly, I can get anything I need through the App, even get support. Very Happy Customer Since 1996, 👍",5,2025-06-03,Bank of America,Google Play Store
awesome,5,2025-06-03,Bank of America,Google Play Store
Always good,5,2025-06-03,Bank of America,Google Play Store
love the bank,5,2025-06-03,Bank of America,Google Play Store
Very easy!,5,2025-06-03,Bank of America,Google Play Store
Always been great app for me,5,2025-06-03,Bank of America,Google Play Store
it is very good and easy to use,5,2025-06-03,Bank of America,Google Play Store
Easy to work on.,5,2025-06-03,Bank of America,Google Play Store
Great 👍,5,2025-06-03,Bank of America,Google Play Store
good,4,2025-06-03,Bank of America,Google Play Store
its ok,5,2025-06-03,Bank of America,Google Play Store
Well laid out and easy to use!,5,2025-06-03,Bank of America,Google Play Store
it's a great convenience 😜,1,2025-06-03,Bank of America,Google Play Store
excellent as always,5,2025-06-03,Bank of America,Google Play Store
Best bank,5,2025-06-03,Bank of America,Google Play Store
my experience is very satisfying with Bank of America,5,2025-06-03,Bank of America,Google Play Store
"Update: security is very good, but When you get notifications regarding anything and you click it, it will open the app and show you nothing after login. That doesn't make sense Zelle search takes an awful time and makes the app unresponsive for 15secs or more. Is probably bc sync operation with Zelle db",3,2025-06-03,Bank of America,Google Play Store
Great App. Like it...,5,2025-06-03,Bank of America,Google Play Store
always good and a pleasure to be able to have transactions of this nature. a great service provided for anyone and the general public. thank you.,5,2025-06-03,Bank of America,Google Play Store
I have no problems. Which is very nice.,5,2025-06-03,Bank of America,Google Play Store
love it,5,2025-06-03,Bank of America,Google Play Store
Great to have 🤙🏾,5,2025-06-03,Bank of America,Google Play Store
I do my banking on line. Easy to use and very clear about information Still easy to use and consistently available.,5,2025-06-03,Bank of America,Google Play Store
good awesome great customer service.,5,2025-06-03,Bank of America,Google Play Store
👍,5,2025-06-03,Bank of America,Google Play Store
excellent,5,2025-06-03,Bank of America,Google Play Store
"Edit 6/03/2025... it's been 10 years now! app works well actually on Sam S23+ OneUI7, but the thing that needs fixing is editing transax names for checking account items - used to work as expected but for the past year there's a ""no transaction token"" which kills the edit (editing works fine on computer). only other gripe is that it's nearly impossible to find link for Locations on this app. sure G-Maps works but you'd think it would be better on the native app.... but other than these, 92/100",4,2025-06-03,Bank of America,Google Play Store
"This app has always worked well for me. However, just recently, had some fraudulent activity. For that reason, I had to order a new card. The problem is that they didn't give me access to a virtual card or digital wallet, so I'm having some difficulty accessing my account. I'm sure it will be cleared up soon. One other issue is that I attempted to send money through Zelle and it failed whoch was shown in my account. Just recently I checked and it showed that it went through, but still hadn't.",4,2025-06-03,Bank of America,Google Play Store
great,5,2025-06-03,Bank of America,Google Play Store
Very useful.,5,2025-06-03,Bank of America,Google Play Store
generally problem free!!,5,2025-06-03,Bank of America,Google Play Store
very easy to use 👌,5,2025-06-03,Bank of America,Google Play Store
great,5,2025-06-03,Bank of America,Google Play Store
good help!,5,2025-06-03,Bank of America,Google Play Store
it's great 👍🏾 you,5,2025-06-03,Bank of America,Google Play Store
"I like the app to use online banking. It is very clear and, handy . It is easy to check the balance and for every bacnk activity. Thank you .",5,2025-06-03,Bank of America,Google Play Store
excellence,5,2025-06-03,Bank of America,Google Play Store
works great,5,2025-06-03,Bank of America,Google Play Store
excellent.,5,2025-06-03,Bank of America,Google Play Store
my bank account is being drained through the mobile banking app. Customers Service hangs up in me and I ended up with 349;.00 Overdraft charges I did not make,1,2025-06-03,Bank of America,Google Play Store
"Not bad, easy to use.",3,2025-06-02,Bank of America,Google Play Store
Good,5,2025-06-02,Bank of America,Google Play Store
easy to use.,5,2025-06-02,Bank of America,Google Play Store
I've had it for years and it's great,5,2025-06-02,Bank of America,Google Play Store
"me gusta porque es seguro, me cuidan ..me encanta!!",5,2025-06-02,Bank of America,Google Play Store
Good app easy to use. BOA is a really good bank,5,2025-06-02,Bank of America,Google Play Store
"this app is great, is working better than ever",5,2025-06-02,Bank of America,Google Play Store
"honestly, works just fine for my basic needs.",5,2025-06-02,Bank of America,Google Play Store
"frustrating with this balance assit! trying to get in and won't let me to enter from US residents ""select""??? can't allow me to enter next page??? last time it was fine and no problem?? what happens with this select???? Tired of coming over to BofA about it???? kind of waste of time!!!!",1,2025-06-02,Bank of America,Google Play Store
my favorite Bank! online banking is helpful!,5,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-02,Bank of America,Google Play Store
it's very nice and reliable,4,2025-06-02,Bank of America,Google Play Store
"Decent app. Allows access to acct. so I can see balance, recent activity and when next payment is due. Pleased with it so far as it gives me what information I generally need.",4,2025-06-02,Bank of America,Google Play Store
Easy to navigate. Makes banking much easier,5,2025-06-02,Bank of America,Google Play Store
BOA IS THE ONLY BANK TO HAVE,5,2025-06-02,Bank of America,Google Play Store
I love this app! Easy to navigate and never any mistakes in my accounts.,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
There are a lot of banks that have no fees for low balances. It's hard to stay with a bank that fees you to Death when you are having hard times. If you could put a hide and view password button on the side of the place where you print your password. That would help because I have Clumsy fingers and I need to check and the password before I send it.,3,2025-06-02,Bank of America,Google Play Store
"I like it so much, thank you 😊",5,2025-06-02,Bank of America,Google Play Store
not compatible hi,1,2025-06-02,Bank of America,Google Play Store
"Been banking with BOA for 20 years. All good...Website online banking is the best.. They have made a ton of money off my credit cards, but I'm Alive today.",5,2025-06-02,Bank of America,Google Play Store
update not compatible with my phone,1,2025-06-02,Bank of America,Google Play Store
Still loving the app! It suits all my needs.,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
Getting a notice to update my app. Wont update and as I see its nothing different then my current BOA app.,1,2025-06-02,Bank of America,Google Play Store
"always easy to use , getting done all my banking in minutes,also account security management is number one , monitoring any suspicious activity and call you directly. thanks.",5,2025-06-02,Bank of America,Google Play Store
like how it's easy to navigate,5,2025-06-02,Bank of America,Google Play Store
I LOVE THIS APP,5,2025-06-02,Bank of America,Google Play Store
usually great. no problem. the only problem I have is Zelle! pain in the neck,5,2025-06-02,Bank of America,Google Play Store
okay 👌👌👌,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
excellent,5,2025-06-02,Bank of America,Google Play Store
"Since April 2025 I have been unable to use this app on my phone. It keeps saying there is no internet connection, but my router is on, and Settings says my WiFi is secure, strong, and connected. I can no longer deposit checks electronically which is very inconvenient. Although I am a long time customer, I am now in the process of moving my account to another bank due to this problem as well as the monthly $25 charge when the balance falls under $500. My new bank has no such problems.",1,2025-06-02,Bank of America,Google Play Store
Customer Service Is Exceptional !,5,2025-06-02,Bank of America,Google Play Store
best easy app.,5,2025-06-02,Bank of America,Google Play Store
easy answers to my banking needs,5,2025-06-02,Bank of America,Google Play Store
always shut down never works for me,1,2025-06-02,Bank of America,Google Play Store
I've used this app for several years and have been impressed with the increased services and functionality offered. through all the changes it has remained intuitive and user friendly.,5,2025-06-02,Bank of America,Google Play Store
easy to navigate,5,2025-06-02,Bank of America,Google Play Store
great 👍🏾,5,2025-06-02,Bank of America,Google Play Store
good service,5,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-02,Bank of America,Google Play Store
worst experience,1,2025-06-02,Bank of America,Google Play Store
The staff is very courteous and friendly,5,2025-06-02,Bank of America,Google Play Store
I have been with you for over 20 years I am very happy with the service I am very happy what's the care that has been taken care of thank you boa! you're amazing.,5,2025-06-02,Bank of America,Google Play Store
it works,5,2025-06-02,Bank of America,Google Play Store
"I wanted to talk to a REAL PERSON, not chat",2,2025-06-02,Bank of America,Google Play Store
Great,5,2025-06-02,Bank of America,Google Play Store
Great!,5,2025-06-02,Bank of America,Google Play Store
nice,5,2025-06-02,Bank of America,Google Play Store
Easy to use. Continuing with add ons to site. Love it. Sign up for notifications. Still loving my mobile banking. Nothing not to love.,5,2025-06-02,Bank of America,Google Play Store
good service at all the time,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
easy-to-use,5,2025-06-02,Bank of America,Google Play Store
love it,5,2025-06-02,Bank of America,Google Play Store
you're very helpful and help keep us going,5,2025-06-02,Bank of America,Google Play Store
This app is user-friendly.,5,2025-06-02,Bank of America,Google Play Store
Makes my life so much better now. Wish I knew when I would get my new card. Still waiting.,5,2025-06-02,Bank of America,Google Play Store
always helpful. thank you staff for your Patience,5,2025-06-02,Bank of America,Google Play Store
Great,5,2025-06-02,Bank of America,Google Play Store
app is not working,1,2025-06-02,Bank of America,Google Play Store
Works pretty efficiently,5,2025-06-02,Bank of America,Google Play Store
"very convenient, great app.",5,2025-06-02,Bank of America,Google Play Store
Horrible. Will not take my information. Still get the reminder to update my app. I'm done....,1,2025-06-02,Bank of America,Google Play Store
I've been a customer for bank of America for 20 years and now they won't approve me for balance assist loan,1,2025-06-02,Bank of America,Google Play Store
easy to navigate and quick to setup,5,2025-06-02,Bank of America,Google Play Store
"It's bank of America! so you get bank of America service...the run around, impossible to get a person, try a million times no progress...but you need the app til you smarten up and switch ATM booths... I mean ATM booths, I MEAN BANKS!",1,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-02,Bank of America,Google Play Store
greatest,5,2025-06-02,Bank of America,Google Play Store
"the app is fine, but why does it take so long for checks that are deposited to be posted. I deposited check on Saturday and it tells me it will be posted next business day but next next business day and doesn't show, what gives?",4,2025-06-02,Bank of America,Google Play Store
my app won't download,1,2025-06-02,Bank of America,Google Play Store
awsome,5,2025-06-02,Bank of America,Google Play Store
excellent services,5,2025-06-02,Bank of America,Google Play Store
Very clear and easy to navigate,5,2025-06-02,Bank of America,Google Play Store
Been using BofA App since day 1. it is very user friendly and BofA does a great job with regards to adding new features and updates.,5,2025-06-02,Bank of America,Google Play Store
Awesome. Easy to use,5,2025-06-02,Bank of America,Google Play Store
Exceptional I love bank of america online.,5,2025-06-02,Bank of America,Google Play Store
"After making payment on credit card, takes forever to get email receipt of payment.",3,2025-06-02,Bank of America,Google Play Store
This app is very convenient for handling debit card and bank accounts. You can lock card and Zelle money to contacts and friends.,5,2025-06-02,Bank of America,Google Play Store
good,5,2025-06-02,Bank of America,Google Play Store
love the ease and convenience,5,2025-06-02,Bank of America,Google Play Store
Very good.,5,2025-06-02,Bank of America,Google Play Store
great 👍,5,2025-06-02,Bank of America,Google Play Store
Very good overall,5,2025-06-02,Bank of America,Google Play Store
easy,4,2025-06-02,Bank of America,Google Play Store
Great banking,5,2025-06-02,Bank of America,Google Play Store
excellent,5,2025-06-02,Bank of America,Google Play Store
So far i still give it five stars and i'm still pleased with this app.👍🏽👍🏽,5,2025-06-02,Bank of America,Google Play Store
very fast and accurate.,5,2025-06-02,Bank of America,Google Play Store
#AWESOMESAUCE. 😁,5,2025-06-02,Bank of America,Google Play Store
I like the app. very easy to use & operate. I give you 5 stars for most excellent app.,5,2025-06-02,Bank of America,Google Play Store
"l have received money from zelle already, and it works.",5,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-02,Bank of America,Google Play Store
"5/26/25 ~ Edit to add: This app is no longer compatible with my phone and I can't update my OS. I'm not going to get a new phone just to update the app. When I email the developer as instructed, I get an auto message telling me to contact the bank. Unlike the ATM, there is no cash value when using the mobile deposit feature until the following day. Unlike other institutions.",2,2025-06-02,Bank of America,Google Play Store
great experience. thank you.,5,2025-06-02,Bank of America,Google Play Store
very good,5,2025-06-02,Bank of America,Google Play Store
App is very easy to use,5,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-02,Bank of America,Google Play Store
it will not let me update,1,2025-06-02,Bank of America,Google Play Store
very satisfied with the app.,5,2025-06-02,Bank of America,Google Play Store
no option to see password entered,2,2025-06-02,Bank of America,Google Play Store
Efficient and easy,5,2025-06-02,Bank of America,Google Play Store
easy to use,5,2025-06-02,Bank of America,Google Play Store
very easy to navigate and very helpful.,5,2025-06-02,Bank of America,Google Play Store
"The app is great! I still love it the same as 2022. It is easy to use and it keeps me on track. This app is still keeping me on track in June 2025. It is easy to use, and I look at it more than once a day.",5,2025-06-02,Bank of America,Google Play Store
So far have been so good...and I see no reason to change my review...,4,2025-06-02,Bank of America,Google Play Store
very good for me amazing I am very greafull with banking America,5,2025-06-02,Bank of America,Google Play Store
it's great!,4,2025-06-02,Bank of America,Google Play Store
it's clear and easy to use.,5,2025-06-02,Bank of America,Google Play Store
easy,5,2025-06-02,Bank of America,Google Play Store
slow website,4,2025-06-02,Bank of America,Google Play Store
"They finally fixed the issue where viewing certain check copies would suddenly log people out of the app. But hey, B of A, ENOUGH WITH THE CONSTANT ADS EVERY TIME I LOG OUT OF THE APP. Once or twice a month is tolerable but now it's EVERY time I log out. QUIT IT!!",3,2025-06-02,Bank of America,Google Play Store
fast to respond to customers complains,4,2025-06-02,Bank of America,Google Play Store
good,5,2025-06-02,Bank of America,Google Play Store
Just wonderful app is easy to use and very helpful,5,2025-06-02,Bank of America,Google Play Store
it works.,5,2025-06-02,Bank of America,Google Play Store
good,4,2025-06-02,Bank of America,Google Play Store
Good,4,2025-06-02,Bank of America,Google Play Store
This app don't like to open and it freezes when you are trying to log in.,5,2025-06-02,Bank of America,Google Play Store
easy,5,2025-06-02,Bank of America,Google Play Store
Smooth and easy to use the app.,5,2025-06-02,Bank of America,Google Play Store
nice needs improvement but works,5,2025-06-02,Bank of America,Google Play Store
great,5,2025-06-01,Bank of America,Google Play Store
great,5,2025-06-01,Bank of America,Google Play Store
A+,5,2025-06-01,Bank of America,Google Play Store
"Can't scan a check on a flagship phone. Pixel 9 Pro. Lens just cleaned, too. ""Can't read the numbers on the bottom of the check."" I can read them off the photo the app took just fine. BofA devs, have you ever heard of integration testing? It's great, look into it.",1,2025-06-01,Bank of America,Google Play Store
it's ok,4,2025-06-01,Bank of America,Google Play Store
Bank America doing an excellent job i am satisfied about it no complaints thanks so much,5,2025-06-01,Bank of America,Google Play Store
does not work...,1,2025-06-01,Bank of America,Google Play Store
I love using the app,5,2025-06-01,Bank of America,Google Play Store
I love the mobile banking. it is easy to use.,4,2025-06-01,Bank of America,Google Play Store
good,5,2025-06-01,Bank of America,Google Play Store
great,5,2025-06-01,Bank of America,Google Play Store
"thanks, the update is fairly easy once I started navigating it.",4,2025-06-01,Bank of America,Google Play Store
Best Banking App period 👌 💯,5,2025-06-01,Bank of America,Google Play Store
great it's a quick App and convenient,5,2025-06-01,Bank of America,Google Play Store
Works like we should expect it to.,5,2025-06-01,Bank of America,Google Play Store
EXCELLENT APP!!,5,2025-06-01,Bank of America,Google Play Store
very good,5,2025-06-01,Bank of America,Google Play Store
Bank of America is the Best!!!!!,5,2025-06-01,Bank of America,Google Play Store
"Great,love it awesome,it works for me.",5,2025-06-01,Bank of America,Google Play Store
your doing a great job 👍,5,2025-06-01,Bank of America,Google Play Store
"It's convenient, and user friendly!",5,2025-06-01,Bank of America,Google Play Store
Hard to get to my accounts after using zelle!!,3,2025-06-01,Bank of America,Google Play Store
worked great until they required a newer version of android,1,2025-06-01,Bank of America,Google Play Store
good.,5,2025-06-01,Bank of America,Google Play Store
always great 👍,5,2025-06-01,Bank of America,Google Play Store
help ful,5,2025-06-01,Bank of America,Google Play Store
